,Location,Nationality,Job_Category,Employment_Type,Gender,Years_Of_Experience,Minimum_Education,Job_Title
1637,Kabul City,National,Business,Full Time,Female,4.0,BA,Position Title: Human Resource Officer Health Projects (only female)
1638,North-East Zone,National,Business,Full Time,Any,2.5,BA,Position Title: Nutrition Community Development Facilitator  
1639,North-East Zone,National,Business,Full Time,Any,1.0,BA,Position Title: Environmental and Agriculture CDF
1640,North-East Zone,National,Business,Full Time,Any,3.0,BA,Position Title: Project Officer
1641,North-East Zone,National,Business,Full Time,Any,1.5,BA,Position Title: SelfHelp Group CDF
1642,Kabul City,National,Health,Full Time,Any,5.0,BA,Position Title: Senior Officer Mental Health and Psychosocial Support (MHPSS)
1643,West Zone,National,Engineering,Full Time,Any,6.0,BA,Position Title: Project Manager
1644,Kabul City,National,Business,Full Time,Any,2.0,BA,"Position Title: Immunization Officer, NOB, Temporary Appointment (364 days), Kabul, Afghanistan #125802"
1645,West Zone,National,Engineering,Full Time,Any,5.0,BA,Position Title: Quality Assurance / Quality Control Engineer
1646,Kabul City,National,Business,Full Time,Any,1.0,BA,Position Title: Supervisor Internal Audit  Finance & Operations (Casual)
1647,Kabul City,National,Business,Full Time,Male,4.0,BA,Position Title: 061
1648,Kabul City,National,Business,Full Time,Male,4.0,BA,Position Title:  062
1649,North-East Zone,National,Business,Full Time,Any,5.0,BA,"Position Title: MEAL  Monitoring, Evaluation, Accountability and Learning Manager"
1650,Kabul City,National,Others,Full Time,Any,4.5,BA,Position Title: Admin / Logistic officer (Re Announced)
1651,Kabul City,National,Business,Full Time,Male,4.0,BA,Position Title: 063
1652,Kabul City,National,Legal,Full Time,Male,3.0,BA,Position Title: Associate Attorney
1653,Kabul City,National,Business,Full Time,Male,4.0,BA,Position Title:  064
1654,West Zone,National,Security,Full Time,Any,2.0,HS,Position Title: Chowkidar
1655,North-Zone,National,Security,Full Time,Any,3.0,HS,Position Title: Operations & Resilience Officer
1656,North-Zone,National,Security,Full Time,Any,2.0,HS,Position Title: Chowkidar
1657,Kabul City,International,IT,Full Time,Any,2.0,BA,Position Title: Information Systems Coordinator
1658,Kabul City,National,Business,Full Time,Any,4.0,BA,Position Title: Area Program Manager
1659,South Zone,National,Health,Full Time,Male,4.0,BA,"Position Title: Environmental, Social, Health and Safety (ESHS) Officer"
1660,Kabul City,National,Others,Full Time,Any,5.0,BA,Position Title: Country Logistic Manager
1661,Kabul City,National,Others,Full Time,Any,4.0,BA,Position Title: National Program Officer (CBPAHA)
1662,West Zone,National,Business,Full Time,Male,2.5,BA,Position Title: Islamic Investment Officer
1663,West Zone,National,Business,Full Time,Any,5.0,BA,Position Title: Human Resource Coordinator (Re Announced)
1664,North-Zone,National,Health,Full Time,Male,3.0,BA,Position Title: Marketing Manager
1665,Kabul City,National,Business,Full Time,Female,4.0,BA,Position Title: Program Manager
1666,North-Zone,National,Business,Full Time,Male,3.0,BA,Position Title: Treasurer
1667,North-Zone,National,Others,Full Time,Female,5.0,BA,Position Title: Food Processing Trainer
1668,North-Zone,National,Others,Full Time,Any,5.0,BA,Position Title: Soap Making Trainer
1669,South Zone,National,Business,Full Time,Any,4.0,BA,Position Title: Senior Program Associate (CBPAHA Field Coordinator
1670,East Zone,National,Business,Full Time,Any,4.0,BA,Position Title: Senior Program Associate (CBPAHA Field Coordinator)
1671,East Zone,National,Education,Full Time,Male,3.0,MA,Position Title: Lecturer for HRM and Finance SubjectsFaculty of Economics
1672,Kabul City,National,Others,Full Time,Female,2.5,BA,Position Title: Safeguarding Officer (Only Female)
1673,North-Zone,National,Others,Full Time,Any,1.0,SS,Position Title: Cleaner/Cook
1674,East Zone,National,Business,Full Time,Any,3.0,BA,Position Title: Monitoring and Evaluation (M&E) OfficerNangarhar
1675,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: Knowledge Management & Learning Advisor
1676,West Zone,National,Health,Full Time,Male,3.0,MD,Position Title: Mental Health/Disability Officer
1677,West Zone,National,Health,Full Time,Male,3.0,MD,Position Title: HMIS Officer/Supervisor
1678,Kabul City,National,Others,Full Time,Male,12.0,BA,Position Title: Business Development Officer
1679,Kabul City,National,Business,Full Time,Any,7.0,SS,Position Title: Project Management Support  Senior Associate (Grievance Redress Mechanism)
1680,West Zone,National,Health,Full Time,Male,3.0,BA,Position Title: Lab Supervisor
1681,West Zone,National,Health,Full Time,Male,3.0,MD,Position Title: Surgeon Specialist  
1682,Kabul City,National,Others,Full Time,Any,7.0,SS,"Position Title: Health, Safety, Social and Environmental Senior Associate (Social Development)"
1683,Kabul City,National,IT,Full Time,Any,6.0,BA,Position Title: IT Officer
1684,Kabul City,National,Others,Full Time,Any,7.0,SS,"Position Title: Health, Safety, Social and Environmental Senior Associate (Environmental Management)"
1685,Kabul City,National,Others,Full Time,Any,4.0,BA,Position Title: Senior Logistic Officer
1686,Kabul Zone,National,Health,Full Time,Male,3.0,MD,Position Title: Mental Health/Disability Officer
1687,Kabul Zone,National,Health,Full Time,Male,3.0,MD,Position Title: Nutrition Officer
1688,Kabul City,National,Business,Full Time,Any,2.0,BA,Position Title: Diversity and Inclusion Officer (Gender)
1689,Kabul Zone,National,Health,Full Time,Male,3.0,MD,Position Title: EPI Officer/Supervisor
1690,Kabul City,Any,Business,Full Time,Any,5.0,BA,Position Title: SENIOR MONITORING AND EVALUATION ADVISOR
1691,Kabul City,Any,Business,Full Time,Any,5.0,BA,Position Title: SENIOR MONITORING AND EVALUATION SPECIALIST
1692,West Zone,National,Others,Full Time,Any,5.0,BA,Position Title: Field Coordinator
1693,Kabul City,National,Security,Full Time,Male,4.0,BA,Position Title: HR Manager
1694,North-Zone,National,Business,Full Time,Any,3.0,BA,Position Title: Logistics Officer
1695,West Zone,National,Business,Full Time,Female,2.0,BA,Position Title: Field Protection Monitor
1696,West Zone,National,Business,Full Time,Any,6.0,MD,Position Title: Provincial Hospital Director
1697,North-Zone,National,Business,Full Time,Female,3.0,BA,Position Title: Safe Space Officer
1698,Kabul City,National,Health,Full Time,Female,2.0,HS,Position Title: Female MHT Nutrition Counselor
1699,North-Zone,National,Others,Full Time,Female,2.0,HS,Position Title:  Office Cleaner 
1700,Kabul City,National,Health,Full Time,Female,1.0,HS,Position Title: Female MHT Community Nutrition Educator
1701,North-Zone,National,Others,Full Time,Male,2.0,HS,Position Title: Guard 
1702,Kabul City,National,Health,Full Time,Any,1.0,HS,Position Title: MHT Community Nutrition Screener
1703,Kabul City,National,Health,Full Time,Male,2.0,HS,Position Title: MHT Community Mobilizer
1704,Kabul City,National,Business,Full Time,Female,2.0,BA,Position Title: Female Accountability Supervisor
1705,West Zone,National,Business,Full Time,Any,1.0,BA,"Position Title: Health and Nutrition Officer, NOA, Fixed Term, Ghor, Afghanistan, Position # 90271 (Open for Afghan Nationals Only)"
1706,Kabul City,National,Health,Full Time,Any,0.0,BA,Position Title: MHT Health and Hygiene Promoter
1707,Kabul City,National,Business,Full Time,Any,2.0,HS,Position Title: M&E Supervisor
1708,Kabul City,National,Health,Full Time,Any,3.0,BA,Position Title: Pharmacist Officer
1709,Kabul City,National,Security,Full Time,Male,4.0,BA,Position Title: Proposal Writer for Security Company
1710,Kabul City,National,Health,Full Time,Female,2.0,BA,Position Title: Midwife
1711,Kabul City,National,Health,Full Time,Any,1.0,BA,Position Title: MHT Nurse/Vaccinator
1712,North-Zone,National,Business,Full Time,Male,5.0,BA,Position Title: Stakeholder and Community Engagement Coordinator
1713,Kabul City,National,Health,Full Time,Any,2.0,VD,Position Title: MHT Pharmacy Technician
1714,Kabul City,National,Health,Full Time,Male,1.0,BA,Position Title: Triage Nurse
1715,North-Zone,National,Business,Full Time,Female,5.0,SS,Position Title: Community Liaison Officer
1716,Kabul City,National,Others,Full Time,Any,5.0,BA,Position Title: IT supervisor (Re Announced)
1717,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Climate Change Specialist
1718,Kabul City,National,Business,Full Time,Male,5.0,BA,"Position Title: HR & RSM (Recruitment, selection & Matriculation) Manager"
1719,Kabul City,National,Health,Full Time,Any,4.0,BA,"Position Title: Environmental, Social, Health and Safety (ESHS) Officer For Health Emergency Response Project (HER) Badghis, SarePul and Samangan Provinces (Re Announced)"
1720,East Zone,National,Health,Full Time,Male,5.0,MD,Position Title: Capacity Building Officer
1721,East Zone,National,Health,Full Time,Male,3.0,MD,Position Title: IMNCI Officer / Supervisor
1722,South Zone,National,Health,Full Time,Any,5.0,BA,Position Title: Protection Activity Manager
1723,Kabul City,National,Others,Full Time,Any,1.0,HS,Position Title: Assistant mHawala Commercial (Casual)
1724,Kabul City,National,Others,Full Time,Any,1.0,HS,Position Title: Assistant mHawala Compliance (Casual)
1725,Kabul City,National,Others,Full Time,Any,1.0,HS,Position Title: Assistant mHawala Customer Service (Casual)
1726,Kabul Zone,National,Engineering,Full Time,Male,3.5,BA,Position Title: Field Engineer
1727,Kabul Zone,National,Engineering,Full Time,Male,3.5,BA,Position Title: Forman
1728,Kabul City,National,Health,Full Time,Male,5.0,MD,Position Title: Director of Nursing 
1729,Kabul Zone,National,Security,Full Time,Male,2.5,HS,Position Title: Security Guard
1730,South Zone,National,Business,Full Time,Any,5.0,BA,Position Title: Humanitarian Mine Action Sector Team Leader (HMATL)
1731,Kabul City,National,Others,Full Time,Male,3.0,BA,Position Title: Admin Assistant for wash unit
1732,Kabul Zone,National,Business,Full Time,Any,3.0,HS,Position Title: Community Mobilizer
1733,Kabul Zone,National,Business,Full Time,Male,3.5,BA,Position Title: M&E Officer
1734,Central Highlands,National,Business,Full Time,Male,3.5,BA,Position Title: Admin Finance Assistant
1735,Kabul City,National,Health,Full Time,Male,3.0,MD,Position Title: Specialist
1736,North-Zone,National,Business,Full Time,Male,3.5,BA,Position Title: Admin Finance Assistant
1737,Kabul City,National,Business,Full Time,Female,3.5,BA,Position Title: CBC (Community Based Center) Manager
1738,Kabul City,National,Others,Full Time,Any,4.5,BA,Position Title: English Editor/Translator
1739,Kabul City,National,Health,Full Time,Male,2.5,BA,Position Title: Psychologist
1740,East Zone,National,Health,Full Time,Male,3.0,MD,Position Title: Data Quality Improvement Officer
1741,Kabul City,National,Education,Full Time,Male,3.0,MA,Position Title: Anatomy Subjects Professor 
1742,Kabul City,National,Others,Full Time,Any,3.0,BA,Position Title: Quality and Accountibality Manager
1743,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Program Manager
1744,Kabul City,National,Engineering,Full Time,Any,3.0,BA,Position Title: Artistic Designer & Minotaur  
1745,Kabul City,National,Education,Full Time,Female,3.5,BA,Position Title: Marketing Officer and Study Visa Filling Officer (Female)
1746,Central Highlands,National,Business,Full Time,Any,12.0,BA,Position Title: Market Promotion and Business Development Assistant (Daikundi)
1747,East Zone,National,Business,Full Time,Any,4.0,BA,Position Title: Finance Officer Laghman
1748,East Zone,National,Others,Full Time,Any,4.0,BA,Position Title: Human Resource Officer (Laghman)
1749,East Zone,National,Security,Full Time,Any,2.5,HS,Position Title: Guard/Cleaner (Laghman)
1750,East Zone,National,Business,Full Time,Any,4.0,BA,Position Title: Supply Chain & Services Officer (Laghman)
1751,North-Zone,National,Engineering,Full Time,Any,10.0,BA,Position Title: Building Supervision Engineer
1752,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Senior Finance Officer
1753,North-East Zone,National,Business,Full Time,Any,4.0,HS,Position Title: Community Mobilizer
1754,North-East Zone,National,Business,Full Time,Any,4.0,HS,Position Title: Community Mobilizer
1755,North-East Zone,National,Business,Full Time,Any,4.0,HS,Position Title: Community Mobilizer
1756,Kabul City,Any,Business,Full Time,Any,7.0,MA,Position Title: Senior Education Technical Adviser (Re Announced)
1757,North-East Zone,National,Legal,Full Time,Male,12.0,BA,Position Title: ICLA Technical Assistant
1758,Kabul City,National,Others,Full Time,Female,4.0,HS,Position Title: Cook
1759,South Zone,National,Engineering,Full Time,Male,3.0,BA,Position Title: Feild Coordinator
1760,South Zone,National,Agriculture,Full Time,Female,3.0,BA,Position Title: Female Agriculture Trainer
1761,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: Camp Management Project Manager
1762,South Zone,National,Agriculture,Full Time,Male,3.0,BA,Position Title: SAM Trainer
1763,Kabul City,Any,Business,Full Time,Any,5.0,BA,"Position Title: SENIOR M&E SPECIALIST, HEALTH"
1764,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: Procurement and Logistics Assistant
1765,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Admin and Finance Officer
1766,Kabul City,National,Education,Full Time,Male,2.0,MA,Position Title: Lecturer
1767,East Zone,National,Health,Full Time,Female,2.0,BA,Position Title: Midwife
1768,Kabul Zone,National,Others,Full Time,Any,2.5,HS,Position Title: Cleaner 
1769,North-East Zone,National,Education,Full Time,Any,4.0,BA,Position Title: Master Trainer
1770,North-East Zone,National,Education,Full Time,Any,4.0,HS,Position Title: Community Mobilizer
1771,North-East Zone,National,Education,Full Time,Any,4.0,HS,Position Title: Community Mobilizer
1772,North-East Zone,National,Education,Full Time,Any,4.0,HS,Position Title: Community Mobilizer
1773,North-East Zone,National,Education,Full Time,Any,4.0,BA,Position Title: Master Trainer
1774,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Finance and HR Officer
1775,Kabul City,National,Education,Full Time,Male,4.0,BA,Position Title: The Quality Assurance Officer of the Educational Institution  
1776,Kabul City,National,Education,Full Time,Male,2.0,MA,Position Title: Lecturership BCS & BBA
1777,Kabul City,National,Education,Full Time,Male,8.5,MA,Position Title: University Chancellor
1778,Kabul City,National,Education,Full Time,Male,4.0,MA,Position Title: Student Affairs Specialist 
1779,Kabul City,National,Others,Full Time,Male,7.0,BA,Position Title: Quantity Survey Engineer
1780,South Zone,National,Health,Full Time,Any,5.0,MD,Position Title: Technical Project Manager
1781,Central Highlands,National,Business,Full Time,Female,2.0,BA,Position Title: Case Management Officer Only Female (Re Announced)
1782,Kabul City,National,Health,Full Time,Any,3.0,BA,Position Title: HR Assistant (Recruitment & Record Management) (Re Announced)
1783,West Zone,National,Business,Full Time,Male,5.0,BA,Position Title: Provincial Manager
1784,East Zone,National,Engineering,Full Time,Any,4.0,BA,Position Title: Engineers for Road Projects
1785,Kabul City,National,Others,Full Time,Male,4.0,BA,Position Title: Guest House Manager and Events Coordinator
1786,West Zone,National,Engineering,Full Time,Male,5.0,BA,Position Title: WASH Engineer
1787,West Zone,National,Engineering,Full Time,Male,3.0,BA,Position Title: WASH Assistant
1788,West Zone,National,Health,Full Time,Any,3.0,BA,Position Title: Hygiene Trainer
